ins,ventana,stop,k,ts,lado,rgo,R,mot,neta
EURUSD,londres,A,1,2020-01-10 11:25:00,1,1.5999999999993797,0.12500000000086736,cierre,-0.7687499999994791
EURUSD,londres,A,1,2020-01-13 09:15:00,-1,1.9999999999997797,1.0,TP,0.2849999999999213
EURUSD,londres,A,1,2020-01-13 09:45:00,1,3.1999999999987594,1.0,TP,0.5531249999998268
EURUSD,londres,A,1,2020-01-13 10:10:00,-1,4.3999999999999595,1.0,TP,0.674999999999997
EURUSD,londres,A,1,2020-01-13 10:45:00,-1,3.8999999999989043,1.0,TP,0.6333333333332303
EURUSD,londres,A,1,2020-01-14 09:15:00,-1,3.0999999999981043,-1.0,SL,-1.4612903225809273
EURUSD,londres,A,1,2020-01-14 09:30:00,-1,3.60000000000138,-1.0,SL,-1.3972222222220698
EURUSD,londres,A,1,2020-01-14 09:40:00,1,2.2999999999995246,-1.0,SL,-1.6217391304349111
EURUSD,londres,A,1,2020-01-14 09:50:00,-1,3.4000000000000696,1.0,TP,0.579411764705891
EURUSD,londres,A,1,2020-01-14 10:55:00,1,2.7999999999983594,-1.0,SL,-1.510714285714585
EURUSD,londres,A,1,2020-01-15 09:40:00,1,2.100000000000435,1.0,TP,0.31904761904776013
EURUSD,londres,A,1,2020-01-15 10:30:00,1,2.100000000000435,-1.0,SL,-1.68095238095224
EURUSD,londres,A,1,2020-01-15 10:35:00,-1,4.100000000000215,1.0,TP,0.6512195121951403
EURUSD,londres,A,1,2020-01-16 09:05:00,1,4.20000000000087,1.0,TP,0.65952380952388
EURUSD,londres,A,1,2020-01-16 10:20:00,-1,2.20000000000109,-1.0,SL,-1.649999999999678
EURUSD,londres,A,1,2020-01-16 10:25:00,1,2.20000000000109,-1.0,SL,-1.649999999999678
EURUSD,londres,A,1,2020-01-16 11:15:00,1,2.6999999999999247,1.0,TP,0.4703703703703557
EURUSD,londres,A,1,2020-01-17 08:50:00,-1,2.20000000000109,1.0,TP,0.35000000000032205
EURUSD,londres,A,1,2020-01-17 09:30:00,-1,3.5000000000007248,1.0,TP,0.591428571428656
EURUSD,londres,A,1,2020-01-17 11:10:00,1,1.8999999999991246,-1.0,SL,-1.7526315789477152
EURUSD,londres,A,1,2020-01-20 09:00:00,-1,3.60000000000138,1.0,TP,0.6027777777779301
EURUSD,londres,A,1,2020-01-20 09:30:00,1,3.20000000000098,-1.0,SL,-1.4468749999998631
EURUSD,londres,A,1,2020-01-20 10:40:00,1,2.6999999999999247,1.0,TP,0.4703703703703557
EURUSD,londres,A,1,2020-01-20 11:20:00,-1,2.0999999999982144,1.0,TP,0.31904761904704004
EURUSD,londres,A,1,2020-01-21 09:10:00,-1,4.999999999999449,1.0,TP,0.7139999999999684
EURUSD,londres,A,1,2020-01-21 11:05:00,1,6.699999999999484,1.0,TP,0.7865671641790881
EURUSD,londres,A,1,2020-01-22 08:05:00,-1,3.1999999999987594,1.0,TP,0.5531249999998268
EURUSD,londres,A,1,2020-01-22 09:50:00,1,1.7000000000000348,1.0,TP,0.15882352941178202
EURUSD,londres,A,1,2020-01-22 10:20:00,1,2.5999999999992696,1.0,TP,0.4499999999998455
EURUSD,londres,A,1,2020-01-22 10:55:00,1,3.8999999999989043,-0.025641025641200823,cierre,-0.39230769230797047
EURUSD,londres,A,1,2020-01-23 08:30:00,1,3.20000000000098,-1.0,SL,-1.4468749999998631
EURUSD,londres,A,1,2020-01-23 09:10:00,-1,2.4000000000001798,1.0,TP,0.4041666666667113
EURUSD,londres,A,1,2020-01-23 10:05:00,-1,1.7000000000000348,1.0,TP,0.15882352941178202
EURUSD,londres,A,1,2020-01-23 10:25:00,-1,1.7000000000000348,-1.0,SL,-1.841176470588218
EURUSD,londres,A,1,2020-01-24 08:05:00,-1,2.9999999999996696,1.0,TP,0.5233333333332808
EURUSD,londres,A,1,2020-01-24 09:30:00,1,2.8999999999990145,1.0,TP,0.5068965517239703
EURUSD,londres,A,1,2020-01-24 09:45:00,-1,5.699999999999594,1.0,TP,0.749122807017526
EURUSD,londres,A,1,2020-01-24 10:20:00,1,1.5999999999993797,1.0,TP,0.10624999999965357
EURUSD,londres,A,1,2020-01-24 11:25:00,1,1.500000000000945,1.0,TP,0.046666666667267376
EURUSD,londres,A,1,2020-01-27 08:15:00,1,1.8999999999991246,1.0,TP,0.24736842105228485
EURUSD,londres,A,1,2020-01-28 08:05:00,-1,2.100000000000435,1.0,TP,0.31904761904776013
EURUSD,londres,A,1,2020-01-28 09:05:00,1,4.099999999997994,-1.0,SL,-1.3487804878050487
EURUSD,londres,A,1,2020-01-28 09:25:00,-1,3.5999999999991594,-1.0,SL,-1.397222222222315
EURUSD,londres,A,1,2020-01-28 10:05:00,1,3.2999999999994145,-1.0,SL,-1.4333333333334102
EURUSD,londres,A,1,2020-01-28 10:20:00,1,2.4000000000001798,-1.0,SL,-1.5958333333332888
EURUSD,londres,A,1,2020-01-28 11:15:00,1,3.1000000000003247,-0.09677419354829467,cierre,-0.5580645161288915
EURUSD,londres,A,1,2020-01-29 08:05:00,-1,3.9999999999995595,1.0,TP,0.6424999999999607
EURUSD,londres,A,1,2020-01-29 10:20:00,1,1.7000000000000348,-1.0,SL,-1.841176470588218
EURUSD,londres,A,1,2020-01-29 11:15:00,-1,2.20000000000109,1.0,TP,0.35000000000032205
EURUSD,londres,A,1,2020-01-30 08:25:00,1,2.4999999999986144,1.0,TP,0.42799999999968297
EURUSD,londres,A,1,2020-01-30 09:05:00,1,5.5000000000005045,1.0,TP,0.7400000000000239
EURUSD,londres,A,1,2020-01-30 11:20:00,-1,2.80000000000058,1.0,TP,0.48928571428582
EURUSD,londres,A,1,2020-01-31 09:25:00,-1,1.80000000000069,-1.0,SL,-1.7944444444441399
EURUSD,londres,A,1,2020-01-31 10:35:00,1,1.8999999999991246,1.0,TP,0.24736842105228485
EURUSD,londres,A,1,2020-01-31 11:15:00,-1,2.1999999999988695,-1.0,SL,-1.6500000000003339
EURUSD,londres,A,1,2020-02-03 09:05:00,1,4.60000000000127,-1.0,SL,-1.3108695652173055
EURUSD,londres,A,1,2020-02-03 09:40:00,-1,3.5000000000007248,1.0,TP,0.591428571428656
EURUSD,londres,A,1,2020-02-03 10:55:00,1,3.9999999999995595,1.0,TP,0.6424999999999607
EURUSD,londres,A,1,2020-02-03 11:10:00,-1,2.4000000000001798,1.0,TP,0.4041666666667113
EURUSD,londres,A,1,2020-02-04 08:30:00,-1,3.1000000000003247,-1.0,SL,-1.4612903225805969
EURUSD,londres,A,1,2020-02-04 09:35:00,1,2.60000000000149,-1.0,SL,-1.5499999999996847
EURUSD,londres,A,1,2020-02-04 10:40:00,1,3.4000000000000696,-1.0,SL,-1.420588235294109
EURUSD,londres,A,1,2020-02-04 10:55:00,-1,1.80000000000069,1.0,TP,0.20555555555586014
EURUSD,londres,A,1,2020-02-04 11:20:00,-1,3.2999999999994145,-0.15151515151482528,cierre,-0.5848484848482355
EURUSD,londres,A,1,2020-02-05 08:30:00,-1,2.2999999999995246,-1.0,SL,-1.6217391304349111
EURUSD,londres,A,1,2020-02-05 08:55:00,-1,3.4000000000000696,-1.0,SL,-1.420588235294109
EURUSD,londres,A,1,2020-02-05 09:05:00,1,3.8999999999989043,1.0,TP,0.6333333333332303
EURUSD,londres,A,1,2020-02-05 09:45:00,1,5.20000000000076,-1.0,SL,-1.27499999999996
EURUSD,londres,A,1,2020-02-05 10:05:00,-1,4.100000000000215,1.0,TP,0.6512195121951403
EURUSD,londres,A,1,2020-02-06 08:50:00,1,2.2999999999995246,1.0,TP,0.378260869565089
EURUSD,londres,A,1,2020-02-06 09:10:00,-1,8.40000000000174,-0.4285714285715041,cierre,-0.5988095238095641
EURUSD,londres,A,1,2020-02-07 08:05:00,-1,2.6999999999999247,1.0,TP,0.4703703703703557
EURUSD,londres,A,1,2020-02-07 10:00:00,-1,9.600000000000719,1.0,TP,0.8510416666666778
EURUSD,londres,A,1,2020-02-10 08:35:00,1,1.5999999999993797,-1.0,SL,-1.8937500000003464
EURUSD,londres,A,1,2020-02-10 10:05:00,-1,2.100000000000435,-1.0,SL,-1.68095238095224
EURUSD,londres,A,1,2020-02-10 10:45:00,-1,1.900000000001345,-1.0,SL,-1.7526315789468356
EURUSD,londres,A,1,2020-02-10 11:05:00,1,1.9999999999997797,1.0,TP,0.2849999999999213
EURUSD,londres,A,1,2020-02-11 08:05:00,-1,4.799999999998139,-1.0,SL,-1.297916666666782
EURUSD,londres,A,1,2020-02-11 09:45:00,1,4.20000000000087,1.0,TP,0.65952380952388
EURUSD,londres,A,1,2020-02-11 10:15:00,1,4.60000000000127,-1.0,SL,-1.3108695652173055
EURUSD,londres,A,1,2020-02-11 10:55:00,1,2.9999999999996696,-1.0,SL,-1.4766666666667192
EURUSD,londres,A,1,2020-02-12 08:35:00,1,6.900000000000794,1.0,TP,0.7927536231884297
EURUSD,londres,A,1,2020-02-12 09:45:00,-1,5.20000000000076,1.0,TP,0.7250000000000402
EURUSD,londres,A,1,2020-02-12 11:00:00,1,2.2999999999995246,-1.0,SL,-1.6217391304349111
EURUSD,londres,A,1,2020-02-13 09:00:00,1,3.20000000000098,-1.0,SL,-1.4468749999998631
EURUSD,londres,A,1,2020-02-13 10:10:00,-1,2.4000000000001798,1.0,TP,0.4041666666667113
EURUSD,londres,A,1,2020-02-13 10:25:00,1,2.80000000000058,1.0,TP,0.48928571428582
EURUSD,londres,A,1,2020-02-13 11:00:00,-1,2.80000000000058,1.0,TP,0.48928571428582
EURUSD,londres,A,1,2020-02-14 09:10:00,-1,4.100000000000215,1.0,TP,0.6512195121951403
EURUSD,londres,A,1,2020-02-14 10:00:00,1,5.20000000000076,1.0,TP,0.7250000000000402
EURUSD,londres,A,1,2020-02-14 11:00:00,-1,2.0999999999982144,1.0,TP,0.31904761904704004
EURUSD,londres,A,1,2020-02-14 11:15:00,1,2.6999999999999247,1.0,TP,0.4703703703703557
EURUSD,londres,A,1,2020-02-17 09:10:00,1,1.80000000000069,-1.0,SL,-1.7944444444441399
EURUSD,londres,A,1,2020-02-17 09:25:00,-1,2.500000000000835,-1.0,SL,-1.571999999999809
EURUSD,londres,A,1,2020-02-17 09:50:00,1,4.3999999999999595,1.0,TP,0.674999999999997
EURUSD,londres,A,1,2020-02-18 08:05:00,-1,1.7999999999984695,-1.0,SL,-1.7944444444451197
EURUSD,londres,A,1,2020-02-18 10:45:00,-1,1.7000000000000348,-1.0,SL,-1.841176470588218
EURUSD,londres,A,1,2020-02-18 11:25:00,1,2.4999999999986144,-1.0,SL,-1.5720000000003171
EURUSD,londres,A,1,2020-02-19 09:05:00,-1,5.800000000000249,-1.0,SL,-1.2465517241379205
EURUSD,londres,A,1,2020-02-19 09:30:00,1,2.500000000000835,1.0,TP,0.428000000000191
EURUSD,londres,A,1,2020-02-19 10:05:00,1,1.7000000000000348,-1.0,SL,-1.841176470588218
EURUSD,londres,A,1,2020-02-19 10:15:00,1,1.80000000000069,-1.0,SL,-1.7944444444441399
EURUSD,londres,A,1,2020-02-19 10:25:00,-1,3.2999999999994145,-1.0,SL,-1.4333333333334102
EURUSD,londres,A,1,2020-02-20 09:00:00,1,2.20000000000109,1.0,TP,0.35000000000032205
EURUSD,londres,A,1,2020-02-20 09:30:00,1,3.1000000000003247,1.0,TP,0.5387096774194031
EURUSD,londres,A,1,2020-02-20 10:20:00,1,2.5999999999992696,1.0,TP,0.4499999999998455
EURUSD,londres,A,1,2020-02-20 10:50:00,-1,1.9999999999997797,1.0,TP,0.2849999999999213
EURUSD,londres,A,1,2020-02-21 08:50:00,1,2.2999999999995246,-1.0,SL,-1.6217391304349111
EURUSD,londres,A,1,2020-02-21 09:05:00,-1,4.8000000000003595,-1.0,SL,-1.2979166666666444
EURUSD,londres,A,1,2020-02-21 09:20:00,1,4.999999999999449,1.0,TP,0.7139999999999684
EURUSD,londres,A,1,2020-02-21 10:40:00,-1,3.900000000001125,1.0,TP,0.6333333333334391
EURUSD,londres,A,1,2020-02-24 09:00:00,1,1.7999999999984695,-1.0,SL,-1.7944444444451197
EURUSD,londres,A,1,2020-02-24 09:35:00,-1,4.599999999999049,1.0,TP,0.6891304347825444
EURUSD,londres,A,1,2020-02-24 10:05:00,1,15.300000000000313,-1.0,SL,-1.0934640522875798
EURUSD,londres,A,1,2020-02-24 10:50:00,-1,7.999999999999119,-1.0,SL,-1.1787500000000197
EURUSD,londres,A,1,2020-02-25 08:25:00,1,2.8999999999990145,-1.0,SL,-1.4931034482760297
EURUSD,londres,A,1,2020-02-25 08:45:00,1,6.800000000000139,1.0,TP,0.7897058823529455
EURUSD,londres,A,1,2020-02-25 10:05:00,1,3.300000000001635,-1.0,SL,-1.4333333333331186
EURUSD,londres,A,1,2020-02-25 10:45:00,-1,3.5000000000007248,1.0,TP,0.591428571428656
EURUSD,londres,A,1,2020-02-26 08:05:00,1,2.20000000000109,-1.0,SL,-1.649999999999678
EURUSD,londres,A,1,2020-02-26 09:05:00,1,3.8000000000004697,1.0,TP,0.6236842105263622
EURUSD,londres,A,1,2020-02-26 10:15:00,-1,5.899999999998684,1.0,TP,0.7576271186440138
EURUSD,londres,A,1,2020-02-26 11:05:00,-1,6.599999999998829,1.0,TP,0.7833333333332949
EURUSD,londres,A,1,2020-02-27 08:05:00,1,4.3999999999999595,1.0,TP,0.674999999999997
EURUSD,londres,A,1,2020-02-27 08:55:00,1,5.699999999999594,1.0,TP,0.749122807017526
EURUSD,londres,A,1,2020-02-27 09:30:00,1,5.800000000000249,1.0,TP,0.7534482758620795
EURUSD,londres,A,1,2020-02-27 10:50:00,-1,1.5999999999993797,-1.0,SL,-1.8937500000003464
EURUSD,londres,A,1,2020-02-27 11:00:00,1,1.80000000000069,-1.0,SL,-1.7944444444441399
EURUSD,londres,A,1,2020-02-27 11:05:00,1,2.3999999999979593,-1.0,SL,-1.59583333333384
EURUSD,londres,A,1,2020-02-28 09:05:00,1,9.399999999999409,1.0,TP,0.8478723404255224
EURUSD,londres,A,1,2020-02-28 09:35:00,-1,11.399999999999189,-1.0,SL,-1.125438596491237
EURUSD,londres,A,1,2020-02-28 09:55:00,1,5.1000000000001044,1.0,TP,0.7196078431372607
EURUSD,londres,A,1,2020-02-28 10:25:00,-1,4.3999999999999595,-1.0,SL,-1.3250000000000028
EURUSD,londres,A,1,2020-02-28 11:25:00,-1,6.999999999999229,-0.10000000000003172,cierre,-0.3042857142857685
EURUSD,londres,A,1,2020-03-02 08:05:00,1,3.9999999999995595,1.0,TP,0.6424999999999607
EURUSD,londres,A,1,2020-03-02 09:10:00,1,7.299999999998974,1.0,TP,0.8041095890410683
EURUSD,londres,A,1,2020-03-02 09:55:00,-1,4.599999999999049,1.0,TP,0.6891304347825444
EURUSD,londres,A,1,2020-03-02 11:05:00,1,3.5000000000007248,1.0,TP,0.591428571428656
EURUSD,londres,A,1,2020-03-03 09:00:00,1,4.900000000001015,1.0,TP,0.7081632653061829
EURUSD,londres,A,1,2020-03-03 09:15:00,-1,6.500000000000394,1.0,TP,0.7800000000000133
EURUSD,londres,A,1,2020-03-03 09:35:00,-1,8.699999999999264,1.0,TP,0.8356321839080321
EURUSD,londres,A,1,2020-03-03 10:10:00,-1,10.399999999999299,-1.0,SL,-1.1375000000000093
EURUSD,londres,A,1,2020-03-03 11:15:00,1,1.900000000001345,1.0,TP,0.24736842105316437
EURUSD,londres,A,1,2020-03-04 08:05:00,1,3.9999999999995595,-1.0,SL,-1.3575000000000395
EURUSD,londres,A,1,2020-03-04 09:00:00,1,7.399999999999629,1.0,TP,0.8067567567567471
EURUSD,londres,A,1,2020-03-04 09:25:00,-1,2.2999999999995246,-1.0,SL,-1.6217391304349111
EURUSD,londres,A,1,2020-03-04 09:50:00,-1,10.599999999998388,1.0,TP,0.865094339622621
EURUSD,londres,A,1,2020-03-04 10:45:00,-1,2.7999999999983594,1.0,TP,0.489285714285415
EURUSD,londres,A,1,2020-03-04 11:05:00,1,6.299999999999084,-0.2063492063491784,cierre,-0.43333333333333834
EURUSD,londres,A,1,2020-03-05 08:50:00,-1,5.9000000000009045,1.0,TP,0.7576271186441049
EURUSD,londres,A,1,2020-03-05 09:45:00,1,5.60000000000116,1.0,TP,0.74464285714291
EURUSD,londres,A,1,2020-03-05 10:10:00,1,2.9999999999996696,1.0,TP,0.5233333333332808
EURUSD,londres,A,1,2020-03-05 10:45:00,1,7.900000000000684,1.0,TP,0.8189873417721676
EURUSD,londres,A,1,2020-03-06 08:05:00,1,2.4000000000001798,-1.0,SL,-1.5958333333332888
EURUSD,londres,A,1,2020-03-09 08:35:00,-1,21.400000000000308,1.0,TP,0.9331775700934589
EURUSD,londres,A,1,2020-03-09 09:00:00,-1,15.699999999998493,1.0,TP,0.9089171974522205
EURUSD,londres,A,1,2020-03-09 09:45:00,1,6.099999999999994,1.0,TP,0.7655737704918031
EURUSD,londres,A,1,2020-03-09 10:40:00,-1,6.999999999999229,-1.0,SL,-1.2042857142857368
EURUSD,londres,A,1,2020-03-09 11:15:00,-1,6.299999999999084,0.38095238095246486,cierre,0.15396825396830488
EURUSD,londres,A,1,2020-03-10 08:25:00,-1,14.100000000001334,-1.0,SL,-1.1014184397163025
EURUSD,londres,A,1,2020-03-10 08:45:00,-1,10.000000000001119,1.0,TP,0.857000000000016
EURUSD,londres,A,1,2020-03-10 09:30:00,-1,5.299999999999194,1.0,TP,0.730188679245242
EURUSD,londres,A,1,2020-03-10 09:50:00,1,9.200000000000319,-1.0,SL,-1.1554347826086904
EURUSD,londres,A,1,2020-03-10 10:35:00,-1,11.200000000000099,-1.0,SL,-1.1276785714285702
EURUSD,londres,A,1,2020-03-10 11:05:00,1,5.999999999999339,-1.0,SL,-1.2383333333333595
EURUSD,londres,A,1,2020-03-10 11:25:00,1,7.600000000000939,0.32894736842082967,cierre,0.14078947368401082
EURUSD,londres,A,1,2020-03-11 08:05:00,-1,4.599999999999049,1.0,TP,0.6891304347825444
EURUSD,londres,A,1,2020-03-11 08:45:00,1,2.80000000000058,-1.0,SL,-1.51071428571418
EURUSD,londres,A,1,2020-03-11 09:00:00,-1,10.499999999999954,-1.0,SL,-1.1361904761904769
EURUSD,londres,A,1,2020-03-11 09:35:00,1,6.800000000000139,1.0,TP,0.7897058823529455
EURUSD,londres,A,1,2020-03-11 09:45:00,-1,16.599999999999948,-1.0,SL,-1.0861445783132533
EURUSD,londres,A,1,2020-03-11 11:00:00,1,5.199999999998539,1.0,TP,0.7249999999999228
EURUSD,londres,A,1,2020-03-11 11:25:00,1,4.100000000000215,1.0,TP,0.6512195121951403
EURUSD,londres,A,1,2020-03-12 08:05:00,-1,11.200000000000099,1.0,TP,0.8723214285714297
EURUSD,londres,A,1,2020-03-12 09:00:00,1,4.699999999999704,1.0,TP,0.6957446808510447
EURUSD,londres,A,1,2020-03-12 09:35:00,1,8.900000000000574,-1.0,SL,-1.1606741573033603
EURUSD,londres,A,1,2020-03-12 09:45:00,-1,11.700000000001154,1.0,TP,0.8777777777777899
EURUSD,londres,A,1,2020-03-12 10:10:00,-1,6.599999999998829,-1.0,SL,-1.216666666666705
EURUSD,londres,A,1,2020-03-12 10:55:00,1,8.900000000000574,-1.0,SL,-1.1606741573033603
EURUSD,londres,A,1,2020-03-12 11:15:00,-1,7.699999999999374,1.0,TP,0.8142857142856992
EURUSD,londres,A,1,2020-03-13 08:40:00,1,13.799999999999368,-1.0,SL,-1.1036231884058019
EURUSD,londres,A,1,2020-03-13 09:30:00,-1,4.60000000000127,1.0,TP,0.6891304347826945
EURUSD,londres,A,1,2020-03-13 10:45:00,-1,7.099999999999884,-1.0,SL,-1.2014084507042286
EURUSD,londres,A,1,2020-03-13 10:50:00,1,7.899999999998464,-1.0,SL,-1.1810126582278833
EURUSD,londres,A,1,2020-03-13 11:15:00,-1,7.7000000000015945,-1.0,SL,-1.1857142857142473
EURUSD,londres,A,1,2020-03-16 09:00:00,1,11.099999999999444,-1.0,SL,-1.1288288288288353
EURUSD,londres,A,1,2020-03-16 10:00:00,-1,2.2999999999995246,-1.0,SL,-1.6217391304349111
EURUSD,londres,A,1,2020-03-16 11:10:00,-1,7.999999999999119,-1.0,SL,-1.1787500000000197
EURUSD,londres,A,1,2020-03-16 11:25:00,-1,14.200000000001989,-0.5070422535210938,cierre,-0.6077464788731923
EURUSD,londres,A,1,2020-03-17 09:05:00,-1,7.300000000001194,-1.0,SL,-1.1958904109588722
EURUSD,londres,A,1,2020-03-17 09:10:00,1,6.299999999999084,-1.0,SL,-1.22698412698416
EURUSD,londres,A,1,2020-03-17 10:00:00,-1,13.300000000000534,1.0,TP,0.8924812030075231
EURUSD,londres,A,1,2020-03-17 10:25:00,-1,14.999999999998348,1.0,TP,0.9046666666666562
EURUSD,londres,A,1,2020-03-18 08:05:00,-1,7.7000000000015945,-1.0,SL,-1.1857142857142473
EURUSD,londres,A,1,2020-03-18 08:40:00,1,3.6999999999998145,1.0,TP,0.6135135135134941
EURUSD,londres,A,1,2020-03-18 08:55:00,-1,16.399999999998638,-1.0,SL,-1.0871951219512268
EURUSD,londres,A,1,2020-03-18 09:05:00,1,7.0000000000014495,1.0,TP,0.795714285714328
EURUSD,londres,A,1,2020-03-18 09:20:00,1,5.599999999998939,1.0,TP,0.7446428571428088
EURUSD,londres,A,1,2020-03-18 10:30:00,1,6.399999999999739,-1.0,SL,-1.223437500000009
EURUSD,londres,A,1,2020-03-18 10:35:00,-1,10.699999999999044,1.0,TP,0.866355140186904
EURUSD,londres,A,1,2020-03-19 08:05:00,-1,2.20000000000109,1.0,TP,0.35000000000032205
EURUSD,londres,A,1,2020-03-19 09:10:00,1,9.600000000000719,1.0,TP,0.8510416666666778
EURUSD,londres,A,1,2020-03-19 09:35:00,1,19.099999999998563,-1.0,SL,-1.0748691099476497
EURUSD,londres,A,1,2020-03-19 09:40:00,-1,22.999999999999687,1.0,TP,0.9378260869565209
EURUSD,londres,A,1,2020-03-19 10:20:00,-1,11.700000000001154,1.0,TP,0.8777777777777899
EURUSD,londres,A,1,2020-03-19 10:55:00,-1,5.399999999999849,1.0,TP,0.7351851851851778
EURUSD,londres,A,1,2020-03-19 11:25:00,-1,25.699999999999612,0.24902723735407922,cierre,0.1933852140077749
EURUSD,londres,A,1,2020-03-20 08:30:00,-1,11.200000000000099,-1.0,SL,-1.1276785714285702
EURUSD,londres,A,1,2020-03-20 08:55:00,1,4.899999999998794,-1.0,SL,-1.2918367346939492
EURUSD,londres,A,1,2020-03-20 09:20:00,-1,8.599999999998609,1.0,TP,0.8337209302325312
EURUSD,londres,A,1,2020-03-23 08:40:00,1,13.100000000001444,-1.0,SL,-1.1091603053434995
EURUSD,londres,A,1,2020-03-23 10:15:00,1,2.900000000001235,-1.0,SL,-1.493103448275652
EURUSD,londres,A,1,2020-03-23 10:55:00,1,5.5000000000005045,1.0,TP,0.7400000000000239
EURUSD,londres,A,1,2020-03-24 08:05:00,1,11.999999999998678,1.0,TP,0.8808333333333203
EURUSD,londres,A,1,2020-03-24 09:05:00,-1,9.100000000001884,-1.0,SL,-1.1571428571428246
EURUSD,londres,A,1,2020-03-24 09:45:00,1,6.899999999998574,1.0,TP,0.792753623188363
EURUSD,londres,A,1,2020-03-24 11:00:00,1,10.900000000000354,-1.0,SL,-1.1311926605504545
EURUSD,londres,A,1,2020-03-24 11:25:00,-1,16.299999999997983,-0.2147239263803029,cierre,-0.30245398773000703
EURUSD,londres,A,1,2020-03-25 08:50:00,1,8.299999999998864,1.0,TP,0.8277108433734703
EURUSD,londres,A,1,2020-03-25 09:10:00,1,11.799999999999589,-1.0,SL,-1.1211864406779704
EURUSD,londres,A,1,2020-03-25 11:25:00,1,5.699999999999594,1.0,TP,0.749122807017526
EURUSD,londres,A,1,2020-03-26 08:35:00,1,7.600000000000939,-1.0,SL,-1.1881578947368188
EURUSD,londres,A,1,2020-03-26 08:40:00,-1,3.300000000001635,-1.0,SL,-1.4333333333331186
EURUSD,londres,A,1,2020-03-26 09:45:00,1,6.500000000000394,-1.0,SL,-1.2199999999999867
EURUSD,londres,A,1,2020-03-26 10:25:00,-1,6.00000000000156,-1.0,SL,-1.2383333333332713
EURUSD,londres,A,1,2020-03-26 10:40:00,1,3.4999999999985043,-1.0,SL,-1.4085714285716031
EURUSD,londres,A,1,2020-03-26 11:00:00,1,3.8999999999989043,1.0,TP,0.6333333333332303
EURUSD,londres,A,1,2020-03-26 11:20:00,1,13.999999999998458,-0.12142857142858729,cierre,-0.22357142857145568
EURUSD,londres,A,1,2020-03-27 08:40:00,-1,7.900000000000684,1.0,TP,0.8189873417721676
EURUSD,londres,A,1,2020-03-27 09:25:00,-1,7.999999999999119,1.0,TP,0.8212499999999803
EURUSD,londres,A,1,2020-03-27 09:50:00,1,7.099999999999884,1.0,TP,0.7985915492957714
EURUSD,londres,A,1,2020-03-27 10:00:00,-1,13.900000000000023,-1.0,SL,-1.1028776978417265
EURUSD,londres,A,1,2020-03-30 08:55:00,-1,7.699999999999374,1.0,TP,0.8142857142856992
EURUSD,londres,A,1,2020-03-30 09:20:00,1,5.20000000000076,1.0,TP,0.7250000000000402
EURUSD,londres,A,1,2020-03-30 09:30:00,-1,8.599999999998609,-1.0,SL,-1.1662790697674688
EURUSD,londres,A,1,2020-03-30 10:05:00,1,10.799999999999699,-1.0,SL,-1.132407407407411
EURUSD,londres,A,1,2020-03-30 10:35:00,1,7.600000000000939,1.0,TP,0.8118421052631811
EURUSD,londres,A,1,2020-03-31 08:05:00,-1,7.300000000001194,1.0,TP,0.804109589041128
EURUSD,londres,A,1,2020-03-31 08:25:00,-1,6.900000000000794,1.0,TP,0.7927536231884297
EURUSD,londres,A,1,2020-03-31 08:30:00,1,4.499999999998394,1.0,TP,0.6822222222221088
EURUSD,londres,A,1,2020-03-31 09:15:00,1,13.700000000000934,-1.0,SL,-1.1043795620437884
EURUSD,londres,A,1,2020-03-31 09:45:00,1,5.5000000000005045,-1.0,SL,-1.2599999999999763
EURUSD,londres,A,1,2020-03-31 10:55:00,-1,8.20000000000043,1.0,TP,0.8256097560975701
EURUSD,londres,A,1,2020-04-01 08:05:00,1,3.9999999999995595,-1.0,SL,-1.3575000000000395
EURUSD,londres,A,1,2020-04-01 09:15:00,1,9.699999999999154,-1.0,SL,-1.147422680412384
EURUSD,londres,A,1,2020-04-01 09:55:00,-1,7.900000000000684,1.0,TP,0.8189873417721676
EURUSD,londres,A,1,2020-04-01 11:20:00,-1,7.999999999999119,1.0,TP,0.8212499999999803
EURUSD,londres,A,1,2020-04-02 08:05:00,1,10.999999999998789,-1.0,SL,-1.1300000000000143
EURUSD,londres,A,1,2020-04-02 09:50:00,-1,2.6999999999999247,1.0,TP,0.4703703703703557
EURUSD,londres,A,1,2020-04-02 10:55:00,1,4.999999999999449,-1.0,SL,-1.2860000000000316
EURUSD,londres,A,1,2020-04-02 11:20:00,1,2.2999999999995246,1.0,TP,0.378260869565089
EURUSD,londres,A,1,2020-04-03 08:05:00,-1,3.60000000000138,1.0,TP,0.6027777777779301
EURUSD,londres,A,1,2020-04-03 08:20:00,-1,7.0000000000014495,1.0,TP,0.795714285714328
EURUSD,londres,A,1,2020-04-03 09:05:00,-1,6.00000000000156,1.0,TP,0.7616666666667287
EURUSD,londres,A,1,2020-04-03 10:00:00,-1,5.799999999998029,-1.0,SL,-1.2465517241380148
EURUSD,londres,A,1,2020-04-03 10:10:00,1,7.300000000001194,-1.0,SL,-1.1958904109588722
EURUSD,londres,A,1,2020-04-06 08:30:00,-1,4.699999999999704,-1.0,SL,-1.3042553191489552
EURUSD,londres,A,1,2020-04-06 09:30:00,1,5.199999999998539,1.0,TP,0.7249999999999228
EURUSD,londres,A,1,2020-04-06 09:50:00,1,9.099999999999664,-1.0,SL,-1.157142857142863
